id,q_id,method,retrieve_text,score,source
25c707a04c2e4ca98d0bbeca52f43082,1,固定大小,"及成像處理與品質驗證。接下來當「齊柏林衛星」完成拍攝、將資料傳回地面接收站後，影像處理中心人員就會將這些訊號數據解碼、校正與重組，拼貼成一幀幀能夠講述地表故事的照片。

校正流程分為「輻射校正」與「幾何校正」，前者是為了修正大氣或儀器本身帶來的系統性偏差，讓每個像素都能夠反映真實的光強度；後者則是搭配地理影像控制與數值地形模型，校準每一張影像的地理坐標，使其能與地圖、地形精準重疊。當山脈的輪廓開始對齊、河流與建築的位置對焦回現實，影像才能用於防災、救災或是地理研究等實際應用情境。

影像處理中心衛星資料處理組組長張莉雪表示，目前與太空中心合作的客戶有超過9成來自政府部門，「福衛五號」所拍攝的影",0.67919921875,data_02.txt
778cac14871041cb83d2c48dc75a5cd7,2,固定大小,"會。
2026年，台灣的全民健保進入「兆元時代」，儘管要追趕超高齡人口的速度、高科技和新藥價格的飆漲，仍然吃力，但這個規模已近台灣中央總預算的三分之一，台灣健保投資已追上國民所得相近的國家。我們專訪新任衛福部長石崇良，他開出的首波改革與重整之道，正是對準醫療人力盤點與直美設限，企圖把全民負擔的健保集中火力投在最需要的醫療缺口上，新官上任後的政策支票是否合理，各界可以擴大討論，並且從現在開始，監督可行政策兌現的速度。",0.67724609375,data_03.txt
330eb8fff9804867b9068058d7ec4213,3,固定大小,"的結果，不光沒能提升伊朗的農業生產效率，反而進一步耗損原本就脆弱的天然水資源。於是，伊朗旱澇失衡問題逐年惡化，大量超抽地下水所引發的汙染與土地鹽鹼化，也持續侵蝕農業與生活用水品質，讓伊朗社會陷入愈發嚴峻的缺水困境。

2025年極端大旱的結果，讓伊朗的農業陷入絕境，農村破產讓伊朗社會的貧困問題加倍嚴重，農作歉收也進一步推升了因政治局勢而通膨失控的民生物價。同時，水庫缺水導致的發電停擺，也讓伊朗各大城市不僅面臨限水，還得面對比往年更加嚴重的限電窘境。
在天災、人禍與戰爭風險同步包夾的多重壓力下，伊朗社會的痛苦指數終於在2025年底攀升至臨界點。儘管伊朗政府為了舒緩民怨，試圖釋放改革訊號，並局部放",0.61181640625,data_01.txt
c3100d54528447cab7fe2dd5766d1dfb,4,固定大小,"的覆滅，已經是47年前的往事。對於國民年齡中位數只有34歲、6成人口都在40歲以下的現代伊朗而言，舊王朝的威權暴政已是上一代的陌生歷史，但對伊朗伊斯蘭共和國的失望與憤怒卻還是現實裡的日常進行式。因此，當伊朗街頭響起「讓巴勒維王朝回來統治我們」、「國王萬歲！」之際，這些口號反映的其實不是對君主統治的懷念與擁戴，而更像是一種情緒性的宣洩──一種對1979年革命與伊朗伊斯蘭共和國的全面否定與挑釁。

Q4：川普向伊朗示威者喊話「救兵快來了」，是否可能逆轉抗爭局勢？
A：在伊朗政府全面切斷網路並開始武力鎮壓的同時，國際社會也非常關注美國總統川普的下一步行動。這一方面是因為川普政府一直視伊朗政府為全球最",0.76708984375,data_01.txt
761c89cd22b34f859968283ca29191c4,5,固定大小,"irector of National Intelligence, DNI）定義為「專門從公開或商業可用資訊中獲取的情報，目的在解決特定的情報事項或要求」。
針對遙測衛星在軍事情報上的用途，溫約瑟接受《報導者》採訪時指出，公開且免費取得的影像都會受到限制，沒有辦法即時取得，只能當作背景來使用，「像是從央視看到解放軍新聞，逐格去解構畫面上的車輛編號，以及演習場域的地形地貌，但必須再搭配遙測影像建構的3D圖，以及過往建立的資料庫，比對確切的演習地點，才能再自製出解放軍基地與設施地圖。」

溫約瑟解釋，相較之下，國家或情報單位能直接取得國家遙測影像，再利用OSINT工作者所整理的車輛與地形地貌資訊，",0.73291015625,data_05.txt
0a4fc7d4f5e04522a6700ba04df3dfa0,6,固定大小,"島礁的所有歷史影像都有。例如備受關注的南砂群島永暑礁，從開始填海造陸、原本上面有挖坑，到埋起來後變成其他設施或是空地，以及從沒有飛機跑道到建出跑道，甚至長度的改變都有做長期的監測；甚至可以做到海洋顏色深淺分析，再利用技術判讀港口的深度變化。

曾國欣說明，上述就是影像的加值服務，以前傳輸技術較慢，能取得一張照片已非常不易，但隨著傳輸與接收技術的發展，地面站接收衛星影像變得快速，慢慢衍生出「衛星資訊服務」──簡單說，就是利用影像融合的技術，將影像做各種應用，利用顏色判別海水深淺就是一個例子。

此外，以前只是久久才拍一張照片，可能只會拍到一艘船；隨著衛星提高繞行的密度，傳回地面接收站不只是一張照",0.54931640625,data_05.txt
c8ebfcb700c54774b5890a251dfb91dd,7,固定大小,"遭國際制裁孤立」的現狀，也被普遍認為最符合周邊海灣國家的整體利益。

美國與海灣盟邦對伊朗投鼠忌器的躊躇態度，也反映出華府在中東戰略的另一歷史矛盾：伊拉克的教訓。在1991年第一次波灣戰爭之後，伊拉克庫德族以及伊拉克南方的什葉派穆斯林曾爆發武裝起義、挺身反抗獨裁者海珊（Saddam Hussein）的統治，但其行動卻沒有得到美軍與國際社會的支援，因此很快就遭伊拉克軍隊殘酷鎮壓、甚至報復性的集體屠殺。

然而，2003年英美聯軍入侵伊拉克、以武力推翻海珊政權後，伊拉克卻又因派系對立與部族政治而陷入長期內戰狀態；這不僅讓美國的占領行動付出極為慘重的人力、物力與政治代價，持續動盪的伊拉克更進一步成為",0.67431640625,data_01.txt
9a2114b152764f89b7f7163b2a82f472,8,固定大小,"、法國及中國等國，都爭相研製威力更大的核武。

根據美國軍備控制協會統計，自1945年以來，至少有8國在數十處試驗場執行共2056次核試爆，其中520次是早期直接在大氣中引爆，導致放射性物質在大氣層擴散；也有少數在水下進行，已知8次；此外還有1528次在地下引爆，在土壤中留下污染。


核試驗直到1996年多國簽署《全面禁止核試爆條約》後才減少，只有印度、巴基斯坦及北韓等國在此後仍進行核試驗，最近一次是由北韓在2017年時執行。


1949年起，蘇聯在哈薩克小鎮塞米巴拉金斯克設立核試驗秘密基地，執行456次核彈試爆，直到1991年哈薩克政府關閉核設施，核武才不再出現在這塊土地上，然而當地居民",0.7333984375,data_04.txt
241e97d4757941dcb342d12ea6a43f89,9,固定大小,"像多數用於國土監測，包含崩塌地或是農業用地的土地利用監測等。當像是馬太鞍溪堰塞湖潰壩這樣的緊急災害事件發生時，衛星影像也可以比對出地表變化。


Made with Flourish • Create a photo slider
當Taiwan Can Help走向太空
除了自家國土監測外，衛星資料也幫助台灣在跨國合作中扮演關鍵角色。我國自2010年加入由日本主導的「守望亞洲（Sentinel Asia）」國際志願計畫，此計畫的目的是希望結合擁有衛星資源與分析量能的單位，當亞太地區發生災害事件時，可以調度衛星進行救災與協作。

舉例來說，2023年菲律賓民都洛近海油輪「MT Princess",0.7890625,data_02.txt
141770cf1fa641c29e53d7e6ac8f6612,10,固定大小,"會。
2026年，台灣的全民健保進入「兆元時代」，儘管要追趕超高齡人口的速度、高科技和新藥價格的飆漲，仍然吃力，但這個規模已近台灣中央總預算的三分之一，台灣健保投資已追上國民所得相近的國家。我們專訪新任衛福部長石崇良，他開出的首波改革與重整之道，正是對準醫療人力盤點與直美設限，企圖把全民負擔的健保集中火力投在最需要的醫療缺口上，新官上任後的政策支票是否合理，各界可以擴大討論，並且從現在開始，監督可行政策兌現的速度。",0.68505859375,data_03.txt
f45c4ffb3ed54562b77dfb2c44badd98,11,固定大小,"、生命、自由抗爭」），最受到國際社會的高度關注與聲援。伊朗國內絕大多數的官民衝突，多與本次示威起因相似，源自對生活成本飆漲、失業惡化和政府貪腐的不滿。

然而，與過往相比，本次伊朗抗爭的鎮壓暴力升級程度更為駭人。根據《路透社》（Reuters）整合伊朗官員的說法與境外流亡NGO的統計：截至1月13日為止，伊朗各地已知超過2,400多人在鎮壓行動中死亡，其中絕大多數是遭政府部隊射殺的示威者──換言之，這已是自1979年伊斯蘭革命以來，伊朗國內死傷最嚴重的政治暴力事件。

根據一段2026年1月9日至11日間拍攝的影片截圖，伊朗首都德黑蘭郊區卡里札克（Kahrizak）的示威活動遭到鎮壓後，民眾在",0.66455078125,data_01.txt
3457f05539b34e99991c54a23f4e0ea4,12,固定大小,"AI去進行監控和預警，搭配起來會對國家安全、經濟活動有戰略保護的功能。」

「福衛八號」的酬載任務，還包括這次「齊柏林衛星」搭載「雙波段大氣瞬變影像儀」與「電子溫度密度儀」，將科學儀器戴上太空，用於觀測閃電、大氣電學與電離層結構變化。這些酬載主要由成功大學團隊設計，透過衛星平台進行太空驗證，提供大氣電學與物理研究的第一手資料。

國家太空中心更已著手進行「福衛九號」計畫。「福衛九號」將採用「全天候高解析度微波遙測技術」，這樣的技術具備穿透雲層的能力，即使在夜晚或厚雲覆蓋下仍能清晰成像，「福衛九號」將與「福衛八號」的光學遙測衛星互補，構建更完整的對地觀測系統，預計於2027年、2029年發射。",0.748046875,data_02.txt
f3b797d1c9d74d3cb54d49fd6948c993,13,固定大小,"，美國在馬紹爾群島進行了約66次核試驗，釋放能量相當於7232顆廣島原子彈。

美國國家癌症研究所推估，1948年至1970年間住在馬紹爾群島的居民罹患的癌症，有0.4%至3.4%可能由輻射暴露引起；對直接接觸到放射性落塵的居民來說，比例最高更達69%。

美國當時將居住於核試驗場附近的馬紹爾居民遷至美國本土，即使在1970及1980年代曾試圖讓他們返回，但由於部分島嶼仍有輻射污染，有些人至今未能重返家園。

美國當初花費1.05億美元（逾台幣30億元），將超過7.3萬立方公尺的放射性碎片，倒進馬紹爾群島核爆形成的彈坑中，並用巨大的混凝土穹頂覆蓋，被稱為「魯尼特圓頂」。

美國官方在1980年",0.5263671875,data_04.txt
cb171ae50f0343beac6aba6776109cf6,14,固定大小,"2031年前完成星系布建，現已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。

除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能。國家太空中心主任吳宗信舉例，高解析度的影像能用來大面積監測中國海警船等船隻的動態，並與自動識別系統（AIS）資料比對，以偵測那些關閉訊號、從事非法行動的「暗目標」，「甚至我們在影像處理能使用",0.77099609375,data_02.txt
8b4f76135c3e4688985866e2b0d5f31d,15,固定大小,"消失的住院醫師
健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？
醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。
《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪些醫院最留不住人？同時揭露，自費診所3年開了300家，成為急重症科人力巨大的磁石。
數月後我們持續追蹤，醫院人力失血沒有止住，今年度各大醫院多個困難科住院醫師招收持續創新低，我們取得專科醫學會的資料、",0.669921875,data_03.txt
c47566b007064910858c27449ecd0db9,16,固定大小,"布「齊柏林衛星」光學解析度可拍攝到距離地面近達1公尺的影像，國科會主委吳誠文在起運典禮上表示，「前兩顆衛星會是同樣的解析度，接下來的衛星將朝解析度70公分甚至50公分邁進，利用科技實力守護台灣。」

但也有聲音質疑，既然衛星發射都仰賴馬斯克（Elon Musk）旗下美國太空探索科技公司（SpaceX）的火箭，為什麼不連同遙測影像都跟美國購買就好？況且美國衛星技術也比台灣自主研發的更先進？吳宗信說明，每一顆衛星每天要做什麼事都需要排程，從地面下指令讓遙測衛星來執行，當經過的地點有很多事情要做的時候，就得依照優先順序，若只依靠跟美國購買遙測影像，「台灣要情蒐的影像有比美國（自己的）重要嗎？」吳宗信",0.73876953125,data_05.txt
12000bd336a54c159cf41f41a0f3f6d9,17,固定大小,"走訪醫學中心現場，由專家依臨床照顧人力需求指引，完整呈現醫療人力走勢：哪些是人力極度缺乏的紅區、哪裡是拉警報的黃區、哪裡又是搶破頭的綠區？此外，更深度下探不同專科內嚴重的「科內不均」現象，大專科人力總額不足辨識真正乏人問津、卻不能沒有的次專科分布，衛福部和醫策會長年未完成真正的醫療人力盤點與調查，《報導者》整合多個資料，讓台灣次專科分布圖輪廓首度被看見。
然而，不以專科發展為目標的年輕住院醫師，不進入醫院的選擇是什麼？由日本創造出來的名詞「直美」（Chokubi）、醫學生畢業後直接進入醫美巿場是潮流之一。「直美」規模與影響究竟有多大？在醫療生態系裡，直美醫師的誘因與風險又是什麼？我們有官方的數",0.6591796875,data_03.txt
0b53d3ffc2174915b9324db3cf021bcd,18,固定大小,"分裂產物半衰期極短，只有幾分之一秒，但少數的半衰期長到可在數年內對人類及環境構成威脅。

例如放射性物質「鍶-90」半衰期達28年，會在生物骨骼中積聚，並導致腫瘤、白血病和其他血液疾病；銫-137的半衰期為30年，可能導致生殖腺輻射暴露與基因損傷；鈽-​​239半衰期則長達2.44萬年，即使只攝取1微克，也會造成骨骼及肺部腫瘤等嚴重危害。

此外，也有學者指出，這些放射性同位素會殘留在土壤及水中，進而入侵動植物體內、在食物鏈累積。德國一項對野豬體內銫污染的研究發現，其中有68%可追溯至全球各地進行的核試驗。

「核試爆能量是7232顆廣島原子彈」 馬紹爾成回不去的家園
1946年至1958年間",0.73974609375,data_04.txt
48c02d9ade594588b9f9c06d629f4de5,19,固定大小,"減戰略武器條約》將於2026年2月到期，代表全球已開啟新一輪核武威脅時代。

如今的核武威脅達到冷戰以來的高峰，世界地緣政治局勢也比以往任何時候更動盪不安。",0.7763671875,data_04.txt
3555a3ef650c44248bd32957ba74c5a6,20,固定大小,"2031年前完成星系布建，現已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。

除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能。國家太空中心主任吳宗信舉例，高解析度的影像能用來大面積監測中國海警船等船隻的動態，並與自動識別系統（AIS）資料比對，以偵測那些關閉訊號、從事非法行動的「暗目標」，「甚至我們在影像處理能使用",0.67041015625,data_02.txt
ab32cb1e980f494880020c917ffcd03e,1,滑動視窗,"校正流程分為「輻射校正」與「幾何校正」，前者是為了修正大氣或儀器本身帶來的系統性偏差，讓每個像素都能夠反映真實的光強度；後者則是搭配地理影像控制與數值地形模型，校準每一張影像的地理坐標，使其能與地圖、地形精準重疊。當山脈的輪廓開始對齊、河流與建築的位置對焦回現實，影像才能用於防災、救災或是地理研究等實際應用情境。

影像處理中心衛星資料處理組組長張莉雪表示，目前與太空中心合作的客戶有超過9成來自政府部門，「福衛五號」所拍攝的影像多數用於國土監測，包含崩塌地或是農業用地的土地利用監測等。當像是馬太鞍溪堰塞湖潰壩這樣的緊急災害事件發生時，衛星影像也可以比對出地表變化。",0.67431640625,data_02.txt
9f2e7c375a6c46d7ae53ae3a164e18b9,2,滑動視窗,2026年，台灣的全民健保進入「兆元時代」，儘管要追趕超高齡人口的速度、高科技和新藥價格的飆漲，仍然吃力，但這個規模已近台灣中央總預算的三分之一，台灣健保投資已追上國民所得相近的國家。我們專訪新任衛福部長石崇良，他開出的首波改革與重整之道，正是對準醫療人力盤點與直美設限，企圖把全民負擔的健保集中火力投在最需要的醫療缺口上，新官上任後的政策支票是否合理，各界可以擴大討論，並且從現在開始，監督可行政策兌現的速度。,0.6904296875,data_03.txt
22c34d1826ae456ea93a8510f37f0e03,3,滑動視窗,"2025年極端大旱的結果，讓伊朗的農業陷入絕境，農村破產讓伊朗社會的貧困問題加倍嚴重，農作歉收也進一步推升了因政治局勢而通膨失控的民生物價。同時，水庫缺水導致的發電停擺，也讓伊朗各大城市不僅面臨限水，還得面對比往年更加嚴重的限電窘境。
在天災、人禍與戰爭風險同步包夾的多重壓力下，伊朗社會的痛苦指數終於在2025年底攀升至臨界點。儘管伊朗政府為了舒緩民怨，試圖釋放改革訊號，並局部放寬過去因宗教理由而設下的娛樂禁令與部分社會限制，但在國內經濟瀕臨崩潰的現實下，既憤怒又絕望的伊朗民眾即便明知政府必會回應以暴力鎮壓，仍選擇走上街頭，群起掀起一波足以動搖威權統治的抗爭巨浪。",0.62744140625,data_01.txt
c596d7923d4e4814a2b4bfad17871026,4,滑動視窗,但巴勒維王朝的覆滅，已經是47年前的往事。對於國民年齡中位數只有34歲、6成人口都在40歲以下的現代伊朗而言，舊王朝的威權暴政已是上一代的陌生歷史，但對伊朗伊斯蘭共和國的失望與憤怒卻還是現實裡的日常進行式。因此，當伊朗街頭響起「讓巴勒維王朝回來統治我們」、「國王萬歲！」之際，這些口號反映的其實不是對君主統治的懷念與擁戴，而更像是一種情緒性的宣洩──一種對1979年革命與伊朗伊斯蘭共和國的全面否定與挑釁。,0.79150390625,data_01.txt
450069d7bcc0456685cccbcb2c0eecb1,5,滑動視窗,"Maps與Apple Maps等，加上查證所完成──這樣的技術稱為公開來源情報（Open Source Intelligence, OSINT），美國國家情報總監（Director of National Intelligence, DNI）定義為「專門從公開或商業可用資訊中獲取的情報，目的在解決特定的情報事項或要求」。",0.75732421875,data_05.txt
d6368d6e86244124b29c11104af80537,6,滑動視窗,對於國安，吳宗信更是罕見願意多談，他舉例：「更精細的遙測衛星可以拍到油槽上方陰影，而陰影的深淺可以利用三維分析出油槽是滿油還是空槽，長期關注下，在敵方戰備時就能預先研判。」在國防安全上，遙測衛星可以做的情蒐工作還有很多。,0.755859375,data_05.txt
eb472b4fdd0740c3a7865aa4ff10e8eb,7,滑動視窗,此外，美國的中東盟邦──包括沙烏地阿拉伯、阿拉伯聯合大公國（UAE）、科威特、卡達、阿曼與巴林等與伊朗相鄰的海灣石油國家，也都極力勸阻川普攻擊伊朗。,0.60986328125,data_01.txt
0b4c308143074b33b49319881eb1bd3c,8,滑動視窗,"二戰後全球發動逾2千次核試驗 誰是蕈狀雲下的犧牲者？
二戰結束後，至少有8國執行超過2千次核試驗，地點大多選在偏遠地帶或離島。這些核試驗場周遭的居民，至今仍因暴露在輻射下導致疾病，或被迫離開家園，刻下無法抹滅的傷痕。如今美國總統川普一度宣布重啟核試，世界局勢愈發緊張，又是誰將承擔輻射的代價？
爆炸發生幾小時後，人們就抓破自己的皮膚，母親們眼睜睜地看著孩子們的頭髮都掉在地上，水泡在一夜之間吞噬了他們的身體。",0.68505859375,data_04.txt
bb2ac77d004245a2990dfae59b4814a4,9,滑動視窗,"Made with Flourish • Create a photo slider
當Taiwan Can Help走向太空
除了自家國土監測外，衛星資料也幫助台灣在跨國合作中扮演關鍵角色。我國自2010年加入由日本主導的「守望亞洲（Sentinel Asia）」國際志願計畫，此計畫的目的是希望結合擁有衛星資源與分析量能的單位，當亞太地區發生災害事件時，可以調度衛星進行救災與協作。",0.76904296875,data_02.txt
44691d48a5884a5686879ff0cbbcc386,10,滑動視窗,2026年，台灣的全民健保進入「兆元時代」，儘管要追趕超高齡人口的速度、高科技和新藥價格的飆漲，仍然吃力，但這個規模已近台灣中央總預算的三分之一，台灣健保投資已追上國民所得相近的國家。我們專訪新任衛福部長石崇良，他開出的首波改革與重整之道，正是對準醫療人力盤點與直美設限，企圖把全民負擔的健保集中火力投在最需要的醫療缺口上，新官上任後的政策支票是否合理，各界可以擴大討論，並且從現在開始，監督可行政策兌現的速度。,0.68994140625,data_03.txt
37bce8b8ff70440b956dccba7c8ebdb7,11,滑動視窗,"然而，與過往相比，本次伊朗抗爭的鎮壓暴力升級程度更為駭人。根據《路透社》（Reuters）整合伊朗官員的說法與境外流亡NGO的統計：截至1月13日為止，伊朗各地已知超過2,400多人在鎮壓行動中死亡，其中絕大多數是遭政府部隊射殺的示威者──換言之，這已是自1979年伊斯蘭革命以來，伊朗國內死傷最嚴重的政治暴力事件。",0.65283203125,data_01.txt
59c8b8b4470547bd9e5bac713017cf2a,12,滑動視窗,"「福衛八號」的酬載任務，還包括這次「齊柏林衛星」搭載「雙波段大氣瞬變影像儀」與「電子溫度密度儀」，將科學儀器戴上太空，用於觀測閃電、大氣電學與電離層結構變化。這些酬載主要由成功大學團隊設計，透過衛星平台進行太空驗證，提供大氣電學與物理研究的第一手資料。

國家太空中心更已著手進行「福衛九號」計畫。「福衛九號」將採用「全天候高解析度微波遙測技術」，這樣的技術具備穿透雲層的能力，即使在夜晚或厚雲覆蓋下仍能清晰成像，「福衛九號」將與「福衛八號」的光學遙測衛星互補，構建更完整的對地觀測系統，預計於2027年、2029年發射。",0.73486328125,data_02.txt
c9f28d4b21c8461592894c904b568b78,13,滑動視窗,"美國國家癌症研究所推估，1948年至1970年間住在馬紹爾群島的居民罹患的癌症，有0.4%至3.4%可能由輻射暴露引起；對直接接觸到放射性落塵的居民來說，比例最高更達69%。

美國當時將居住於核試驗場附近的馬紹爾居民遷至美國本土，即使在1970及1980年代曾試圖讓他們返回，但由於部分島嶼仍有輻射污染，有些人至今未能重返家園。

美國當初花費1.05億美元（逾台幣30億元），將超過7.3萬立方公尺的放射性碎片，倒進馬紹爾群島核爆形成的彈坑中，並用巨大的混凝土穹頂覆蓋，被稱為「魯尼特圓頂」。

美國官方在1980年拍攝的魯尼特圓頂。（圖／法新社資料照）",0.54541015625,data_04.txt
8d877c6d7bc749e4b5cbe8e8698bf7ab,14,滑動視窗,"台灣自主遙測衛星「福衛八號」以6＋2顆組成星系，相較於目前僅有一顆的「福衛五號」，涵蓋的時間與覆蓋率都會提升。吳宗信表示，遙測繼續不斷進步，以前只要拍到就好，但現在除了拍到，還要能拍得更清晰，甚至造訪上空的間隔更短。
根據國家太空中心提供的資料，「福衛八號」第一顆衛星「齊柏林衛星」，編號FS-8A，自2017年開始規劃，研發費用2億元、造價3億元，屬於「第三期國家太空科技發展長程計畫」251億元的其中一部分。",0.65771484375,data_05.txt
